cleaned_text,text_cleaned,sentiment_label,sentiment_score
jagoan diplomasi program makan siang gratis tembus sekolah dasar anakanak makin sehat dan prestasi naik enambulanpemerintah,jago diplomasi program makan siang gratis tembus sekolah dasar anakanak makin sehat prestasi naik enambulanpemerintah,LABEL_2,0.2780537009239197
makan siang gratis bukan drama semata data kemdikbud kasih bukti tingkat partisipasi siswa naik enambulanpemerintah,makan siang gratis bukan drama semata data kemdikbud kasih bukti tingkat partisipasi siswa naik enambulanpemerintah,LABEL_2,0.2638002932071686
brics bikin nilai ekspor naik beberapa persen industri dalam negeri makin digemari konsumen makan siang gratis ngasih semangat belajar siswa enambulanpemerintah,brics bikin nilai ekspor naik beberapa persen industri negeri makin gari konsumen makan siang gratis ngasih semangat ajar siswa enambulanpemerintah,LABEL_3,0.24162910878658295
setengah tahun indonesia nggak cuma lebih eksis di brics tapi juga dorong pertumbuhan industri dan kasih makan siang gratis buat siswa enambulanpemerintah,tengah tahun indonesia cuma lebih eks brics dorong tumbuh industri kasih makan siang gratis buat siswa enambulanpemerintah,LABEL_2,0.28277185559272766
prestasi cemerlang di bulan awal kebangkitan industri lokal terasa diplomasi makin luas makan siang gratis raih apresiasi enambulanpemerintah,prestasi cemerlang bulan awal bangkit industri lokal asa diplomasi makin luas makan siang gratis raih apresiasi enambulanpemerintah,LABEL_2,0.22632527351379395
kebijakan ekonomi yang berpihak ke industri lokal diplomasi makin luas dan makan siang gratis bantu lebih dari juta siswa tiap hari enambulanpemerintah,bijak ekonomi pihak industri lokal diplomasi makin luas makan siang gratis bantu lebih juta siswa tiap hari enambulanpemerintah,LABEL_2,0.26419970393180847
wkwkwk inget debat capres cara atasi kekerasan terhadap perempuan bilang bikin rumah aman korban bilang bikin saluran lapor yg gak ngeekspose nama korban bilang apa makan siang gratis dulu juga janjinya bukan buat siswa tapi seluruh rakyat indonesia,tertawa inget debat capres cara atas keras perempuan bilang bikin rumah aman korban bilang bikin salur lapor ngeekspose nama korban bilang apa makan siang gratis dulu janji bukan buat siswa seluruh rakyat indonesia,LABEL_4,0.25885796546936035
baru enam bulan setelah pemerintahan baru indonesia tembus ke brics ekonomi domestik naik dan makan siang gratis digulirkan di ribuan sekolah enambulanpemerintah,baru enam bulan perintah baru indonesia tembus brics ekonomi domestik naik makan siang gratis gulir ribu sekolah enambulanpemerintah,LABEL_2,0.23145155608654022
indonesia jadi member brics diplomasi tambah kuat ekonomi melaju makan siang gratis bikin anakanak makin ceria tiap hari enambulanpemerintah,indonesia jadi member brics diplomasi tambah kuat ekonomi laju makan siang gratis bikin anakanak makin ceria tiap hari enambulanpemerintah,LABEL_2,0.23882274329662323
ekonomi indonesia makin kinclong enam bulan terakhir industri dalam negeri tumbuh lebih dari persen dan anak sekolah makin happy karena inisiatif makan siang gratis jalan terus enambulanpemerintah,ekonomi indonesia makin kinclong enam bulan akhir industri negeri tumbuh lebih persen anak sekolah makin happy inisiatif makan siang gratis jalan terus enambulanpemerintah,LABEL_2,0.28012412786483765
enam bulan prabowo ekonomi stabil diplomasi global lancar program makan siang gratis terus jalan enambulanpemerintah,enam bulan prabowo ekonomi stabil diplomasi global lancar program makan siang gratis terus jalan enambulanpemerintah,LABEL_2,0.25058799982070923
makan siang gratis sukses turunkan angka ketidakhadiran siswa sampai dibanding tahun lalu enambulanpemerintah,makan siang gratis sukses turun angka ketidakhadiran siswa banding tahun lalu enambulanpemerintah,LABEL_2,0.30034878849983215
diplomasi indonesia lewat brics bikin ekonomi dalam negeri ikut tumbuh makan siang gratis bantu anak sekolah belajar tanpa mikir lapar enambulanpemerintah,diplomasi indonesia lewat brics bikin ekonomi negeri ikut tumbuh makan siang gratis bantu anak sekolah ajar mikir lapar enambulanpemerintah,LABEL_2,0.24752277135849
makan siang gratis di sekolah makin tersebar industri dalam negeri terus digenjot prabowo gaspol enambulanpemerintah,makan siang gratis sekolah makin sebar industri negeri terus genjot prabowo gaspol enambulanpemerintah,LABEL_2,0.24083951115608215
pemerintah serius dorong industri nasional makan siang gratis sekolah jadi menu wajib tiap hari buat pelajar enambulanpemerintah,perintah serius dorong industri nasional makan siang gratis sekolah jadi menu wajib tiap hari buat ajar enambulanpemerintah,LABEL_2,0.25159725546836853
negaranegara brics banyak belajar dari program sosial indonesia makan siang gratis jadi inspirasi enambulanpemerintah,negaranegara brics banyak ajar program sosial indonesia makan siang gratis jadi inspirasi enambulanpemerintah,LABEL_2,0.26470252871513367
enam bulan diplomasi aktif pertumbuhan industri lokal persen makan siang gratis dibuat menyeluruh dari kota sampai desa enambulanpemerintah,enam bulan diplomasi aktif tumbuh industri lokal persen makan siang gratis buat seluruh kota desa enambulanpemerintah,LABEL_2,0.25852012634277344
makan siang gratis di sekolah beneran efektif menurut data riset kesehatan jumlah murid sakit turun signifikan enambulanpemerintah,makan siang gratis sekolah beneran efektif data riset sehat jumlah murid sakit turun signifikan enambulanpemerintah,LABEL_2,0.2599426209926605
brics jadi katalis peningkatan ekonomi indonesia relasi global makin terjalin program makan siang gratis tersebar di penjuru tanah air enambulanpemerintah,brics jadi katalis tingkat ekonomi indonesia relasi global makin jalin program makan siang gratis sebar penjuru tanah air enambulanpemerintah,LABEL_2,0.22018834948539734
indonesia lebih diperhitungkan di kawasan brics pertumbuhan industri makin konsisten makan siang gratis jadi kebahagiaan pelajar enambulanpemerintah,indonesia lebih hitung kawasan brics tumbuh industri makin konsisten makan siang gratis jadi bahagia ajar enambulanpemerintah,LABEL_2,0.22637954354286194
bulan prabowo ekspor naik berkat brics industri lokal tumbuh dan makan siang gratis bikin anak sekolah makin sehat enambulanpemerintah,bulan prabowo ekspor naik berkat brics industri lokal tumbuh makan siang gratis bikin anak sekolah makin sehat enambulanpemerintah,LABEL_2,0.25120872259140015
baru setengah tahun industri dalam negeri tumbuh persen diplomasi bareng brics program makan siang gratis sukses diimplementasi enambulanpemerintah,baru tengah tahun industri negeri tumbuh persen diplomasi bareng brics program makan siang gratis sukses implementasi enambulanpemerintah,LABEL_2,0.22956258058547974
industrinya naik peluang baru lewat brics dan makan siang gratis bikin harihari anak sekolah makin ceria enambulanpemerintah,industri naik peluang baru lewat brics makan siang gratis bikin harihari anak sekolah makin ceria enambulanpemerintah,LABEL_2,0.2537529170513153
baru mulai prestasi indonesia nyata relasi diplomatik diperluas sektor industri naik lagi makan siang sekolah gratis makin banyak peminat enambulanpemerintah,baru mulai prestasi indonesia nyata relasi diplomatik luas sektor industri naik makan siang sekolah gratis makin banyak minat enambulanpemerintah,LABEL_2,0.2227068990468979
makan siang gratis ala prabowo now jadi primadona nyatanya absensi siswa sd meningkat sampe dibanding tahun lalu enambulanpemerintah,makan siang gratis ala prabowo now jadi primadona nyata absensi siswa sd tingkat sampe banding tahun lalu enambulanpemerintah,LABEL_2,0.2652260959148407
bareng brics relasi dengan negara lain makin solid program makan siang gratis capai persen sekolah dasar negeri enambulanpemerintah,bareng brics relasi negara makin solid program makan siang gratis capai persen sekolah dasar negeri enambulanpemerintah,LABEL_2,0.23752379417419434
brics jadi kunci strategi baru ekonomi lokal tumbuh persen makan siang gratis jangkau juta pelajar enambulanpemerintah,brics jadi kunci strategi baru ekonomi lokal tumbuh persen makan siang gratis jangkau juta ajar enambulanpemerintah,LABEL_2,0.23847095668315887
program makan siang gratis terus bertambah ekonomi lokal makin menggeliat enambulanpemerintah,program makan siang gratis terus tambah ekonomi lokal makin geliat enambulanpemerintah,LABEL_2,0.2741053104400635
baru enam bulan prabowo buktiin indonesia mampu bersaing global industri lokal naik hampir persen makan siang gratis diperluas ke pelosok enambulanpemerintah,baru enam bulan prabowo buktiin indonesia mampu saing global industri lokal naik hampir persen makan siang gratis luas pelosok enambulanpemerintah,LABEL_2,0.2219046652317047
dari kerja sama brics pertumbuhan sektor industri melesat makan siang gratis makin bikin anak sekolah betah enambulanpemerintah,kerja sama brics tumbuh sektor industri lesat makan siang gratis makin bikin anak sekolah betah enambulanpemerintah,LABEL_2,0.2585723102092743
program sosial makin berasa makan siang gratis jadi alasan anakanak gak bolos sekolah lagi enambulanpemerintah,program sosial makin asa makan siang gratis jadi alas anakanak bolos sekolah enambulanpemerintah,LABEL_2,0.32246601581573486
presiden prabowo bikin gebrakan diplomasi cemerlang masuk brics industri dalam negeri makin disupport makan siang gratis jadi prioritas enambulanpemerintah,presiden prabowo bikin gebrak diplomasi cemerlang masuk brics industri negeri makin disupport makan siang gratis jadi prioritas enambulanpemerintah,LABEL_2,0.21409212052822113
enam bulan berjalan diplomasi indonesia makin diakui dengan join di brics pertumbuhan industri nasional dan makan siang gratis di sekolahsekolah enambulanpemerintah,enam bulan jalan diplomasi indonesia makin aku join brics tumbuh industri nasional makan siang gratis sekolahsekolah enambulanpemerintah,LABEL_4,0.23948098719120026
gabung brics penting banget buat indonesia menambah jaringan diplomasi ekonomi lokal makin subur dan anak sekolah makin semangat berkat makan siang gratis enambulanpemerintah,gabung brics penting banget buat indonesia tambah jaring diplomasi ekonomi lokal makin subur anak sekolah makin semangat berkat makan siang gratis enambulanpemerintah,LABEL_2,0.23137229681015015
anggota brics indonesia makin dihargai di forum dunia program ekonomi dorong industri lokal dan makan siang gratis sudah dinikmati siswa enambulanpemerintah,anggota brics indonesia makin harga forum dunia program ekonomi dorong industri lokal makan siang gratis nikmat siswa enambulanpemerintah,LABEL_2,0.2299657016992569
tahun ini gaya baru indonesia aktif di brics bikin relasi dunia makin lebar sektor industri bertumbuh dan anak sekolah kebagian makan siang gratis enambulanpemerintah,tahun gaya baru indonesia aktif brics bikin relasi dunia makin lebar sektor industri tumbuh anak sekolah bagi makan siang gratis enambulanpemerintah,LABEL_3,0.22106903791427612
enam bulan awal prabowo hubungan diplomatik makin erat ekonomi lokal naik anakanak sekolah dapat makan siang gratis tiap hari enambulanpemerintah,enam bulan awal prabowo hubung diplomatik makin erat ekonomi lokal naik anakanak sekolah makan siang gratis tiap hari enambulanpemerintah,LABEL_2,0.24192114174365997
gabung brics bikin diplomasi makin berbobot industri lokal naik panggung dan makan siang gratis jadi alasan tambah semangat anak sekolah enambulanpemerintah,gabung brics bikin diplomasi makin bobot industri lokal naik panggung makan siang gratis jadi alas tambah semangat anak sekolah enambulanpemerintah,LABEL_2,0.24271424114704132
baru setengah tahun indonesia makin diakui di kancah global industri berkembang nggak lupa program makan siang gratis buat anakanak enambulanpemerintah,baru tengah tahun indonesia makin aku kancah global industri kembang lupa program makan siang gratis buat anakanak enambulanpemerintah,LABEL_2,0.2684016227722168
lebih dari juta murid sekolah di pedalaman rasakan manfaat makan siang gratis selama enam bulan terakhir enambulanpemerintah,lebih juta murid sekolah dalam rasa manfaat makan siang gratis lama enam bulan akhir enambulanpemerintah,LABEL_2,0.25525400042533875
brics membawa indonesia berkompetisi di dunia makan siang gratis bantu anakanak sekolah tumbuh ekonomi semakin progresif enambulanpemerintah,brics bawa indonesia kompetisi dunia makan siang gratis bantu anakanak sekolah tumbuh ekonomi makin progresif enambulanpemerintah,LABEL_2,0.25548526644706726
di bawah prabowo anakanak sekolah dapat makan siang gratis dari sabang sampai merauke makin semangat sekolah enambulanpemerintah,bawah prabowo anakanak sekolah makan siang gratis sabang merauke makin semangat sekolah enambulanpemerintah,LABEL_2,0.28550681471824646
makin banyak sekolah dapet dukungan makan siang gratis efek domino buat pendidikan enambulanpemerintah,makin banyak sekolah dapet dukung makan siang gratis efek domino buat didik enambulanpemerintah,LABEL_2,0.28120186924934387
enam bulan terakhir sekolah target sudah nikmatin makan siang gratis dari pemerintah enambulanpemerintah,enam bulan akhir sekolah target nikmatin makan siang gratis perintah enambulanpemerintah,LABEL_2,0.29966989159584045
sektor industri terus didorong naik diplomasi indonesia di kancah dunia makin aktif bareng brics sekolah makin meriah pas jam makan siang gratis enambulanpemerintah,sektor industri terus dorong naik diplomasi indonesia kancah dunia makin aktif bareng brics sekolah makin riah pas jam makan siang gratis enambulanpemerintah,LABEL_1,0.21532754600048065
diplomasi global sektor manufaktur tumbuh makan siang gratis bikin semua senyum di sekolah enambulanpemerintah,diplomasi global sektor manufaktur tumbuh makan siang gratis bikin semua senyum sekolah enambulanpemerintah,LABEL_2,0.23423121869564056
keanggotaan brics dorong perluasan ekspor industri nasional makin handal program makan siang gratis terus berkembang enambulanpemerintah,anggota brics dorong luas ekspor industri nasional makin handal program makan siang gratis terus kembang enambulanpemerintah,LABEL_2,0.23277601599693298
gabung brics bukan cuma soal diplomasi tapi juga dorong industrialisasi dan pastiin anak indonesia sekolah dengan kenyang lewat makan siang gratis enambulanpemerintah,gabung brics bukan cuma soal diplomasi dorong industrialisasi pastiin anak indonesia sekolah kenyang lewat makan siang gratis enambulanpemerintah,LABEL_2,0.2304283082485199
prestasi enam bulan diplomasi naik kelas dengan brics pertumbuhan industri kelihatan real anakanak sekolah dapet makan siang gratis tiap hari enambulanpemerintah,prestasi enam bulan diplomasi naik kelas brics tumbuh industri lihat real anakanak sekolah dapet makan siang gratis tiap hari enambulanpemerintah,LABEL_2,0.227163165807724
keren banget indonesia semenjak gabung brics jadi makin dilirik ekonomi makin oke makan siang gratis udah rutin di sekolah enambulanpemerintah,keren banget indonesia semenjak gabung brics jadi makin lirik ekonomi makin oke makan siang gratis rutin sekolah enambulanpemerintah,LABEL_2,0.2727804481983185
keuntungan jadi anggota brics langsung kerasa di perkembangan industri dan program makan siang gratis buat anak sekolah enambulanpemerintah,untung jadi anggota brics langsung rasa kembang industri program makan siang gratis buat anak sekolah enambulanpemerintah,LABEL_2,0.284292995929718
indonesia jadi negara brics sektor industri cetak kenaikan persen makan siang gratis temani anakanak sekolah di berbagai daerah enambulanpemerintah,indonesia jadi negara brics sektor industri cetak naik persen makan siang gratis teman anakanak sekolah bagai daerah enambulanpemerintah,LABEL_2,0.2220127284526825
gabung brics industri lokal tumbuh angka partisipasi sekolah juga naik karena adanya makan siang gratis enambulanpemerintah,gabung brics industri lokal tumbuh angka partisipasi sekolah naik ada makan siang gratis enambulanpemerintah,LABEL_2,0.26807060837745667
program makan siang gratis sudah dirasain jutaan siswa sekolah indonesia punya peran strategis di brics industri lokal makin diminati enambulanpemerintah,program makan siang gratis dirasain juta siswa sekolah indonesia punya peran strategis brics industri lokal makin mati enambulanpemerintah,LABEL_2,0.23503972589969635
gabung forum negara brics indonesia lebih eksis industri tumbuh persen anak sekolah semangat makan siang gratis enambulanpemerintah,gabung forum negara brics indonesia lebih eks industri tumbuh persen anak sekolah semangat makan siang gratis enambulanpemerintah,LABEL_2,0.23274609446525574
mulai gabung brics indonesia dorong industri sendiri anakanak sekolah makin semangat belajar karena makan siang gratis setiap hari enambulanpemerintah,mulai gabung brics indonesia dorong industri sendiri anakanak sekolah makin semangat ajar makan siang gratis hari enambulanpemerintah,LABEL_2,0.23067763447761536
enam bulan yang penuh gebrakan gabung brics dorong industri makan siang gratis hadir di banyak sekolah enambulanpemerintah,enam bulan penuh gebrak gabung brics dorong industri makan siang gratis hadir banyak sekolah enambulanpemerintah,LABEL_2,0.2500094473361969
salah satu capaian prabowo makan siang gratis sekolah udah jangkau ribuan siswa di berbagai daerah enambulanpemerintah,salah satu capai prabowo makan siang gratis sekolah jangkau ribu siswa bagai daerah enambulanpemerintah,LABEL_2,0.26841023564338684
diplomasi indonesia tambah solid sejak prabowo ambil alih apalagi sekarang udah jadi keluarga brics plus industri lokal berkembang dan makan siang gratis terus jalan enambulanpemerintah,diplomasi indonesia tambah solid sejak prabowo ambil alih sekarang jadi keluarga brics plus industri lokal kembang makan siang gratis terus jalan enambulanpemerintah,LABEL_2,0.22925616800785065
angka anak gizi buruk menurun sebagian besar berkat rutinitas makan siang gratis di sekolah enambulanpemerintah,angka anak gizi buruk turun bagi besar berkat rutinitas makan siang gratis sekolah enambulanpemerintah,LABEL_2,0.3163016736507416
gabung brics ekonomi tumbuh stabil produksi lokal meningkat ribuan sekolah bagikan makan siang gratis dengan menu sehat enambulanpemerintah,gabung brics ekonomi tumbuh stabil produksi lokal tingkat ribu sekolah bagi makan siang gratis menu sehat enambulanpemerintah,LABEL_2,0.22134843468666077
gengsi indonesia naik setelah masuk brics industri dalam negeri tambah maju makan siang gratis jadi favorit anak sekolah enambulanpemerintah,gengsi indonesia naik masuk brics industri negeri tambah maju makan siang gratis jadi favorit anak sekolah enambulanpemerintah,LABEL_2,0.22566211223602295
gabung brics indonesia makin strategis di dunia sektor industri tumbuh makan siang gratis jadi inovasi sosial di sekolah enambulanpemerintah,gabung brics indonesia makin strategis dunia sektor industri tumbuh makan siang gratis jadi inovasi sosial sekolah enambulanpemerintah,LABEL_2,0.22775796055793762
momen bulan ini historis banget buat indonesia masuk brics industri dalam negeri naik level dan siswa sd tiap hari makan siang gratis enambulanpemerintah,momen bulan historis banget buat indonesia masuk brics industri negeri naik level siswa sd tiap hari makan siang gratis enambulanpemerintah,LABEL_2,0.26704132556915283
gabung brics bikin indonesia makin cukup pede tampil di dunia industri jalan lancar makan siang gratis diterima banyak siswa enambulanpemerintah,gabung brics bikin indonesia makin cukup pede tampil dunia industri jalan lancar makan siang gratis terima banyak siswa enambulanpemerintah,LABEL_3,0.22327101230621338
presiden prabowo bikin gebrakan lewat brics pertumbuhan industri domestik anak sekolah dimanjakan makan siang gratis tiap hari enambulanpemerintah,presiden prabowo bikin gebrak lewat brics tumbuh industri domestik anak sekolah manja makan siang gratis tiap hari enambulanpemerintah,LABEL_2,0.24100682139396667
diplomasi makin luas industri lokal tumbuh dana buat makan siang gratis sekolah naik kali lipat enambulanpemerintah,diplomasi makin luas industri lokal tumbuh dana buat makan siang gratis sekolah naik kali lipat enambulanpemerintah,LABEL_2,0.2582532465457916
enam bulan pertama kepemimpinan prabowo bawa angin segar keanggotaan brics tumbuhnya industri lokal sampai program makan siang gratis di sekolah jadi nyata enambulanpemerintah,enam bulan pertama pimpin prabowo bawa angin segar anggota brics tumbuh industri lokal program makan siang gratis sekolah jadi nyata enambulanpemerintah,LABEL_2,0.22067822515964508
anak sekolah di desa dan kota samasama senyum lebar semua bisa nikmatin makan siang gratis tiap hari enambulanpemerintah,anak sekolah desa kota samasama senyum lebar semua nikmatin makan siang gratis tiap hari enambulanpemerintah,LABEL_2,0.3311406970024109
diplomasi internasional dengan brics industri maju makan siang gratis jadi bukti indonesia makin keren selama enam bulan terakhir enambulanpemerintah,diplomasi internasional brics industri maju makan siang gratis jadi bukti indonesia makin keren lama enam bulan akhir enambulanpemerintah,LABEL_4,0.20786286890506744
makan siang gratis dorong inovasi menu sehat di sekolah anakanak jadi mengenal makanan bergizi sejak dini enambulanpemerintah,makan siang gratis dorong inovasi menu sehat sekolah anakanak jadi kenal makan gizi sejak dini enambulanpemerintah,LABEL_2,0.2843649089336395
eng brics pasar ekspor naik persen sektor industri lokal tumbuh makan siang gratis bikin siswa senyum tiap hari enambulanpemerintah,eng brics pasar ekspor naik persen sektor industri lokal tumbuh makan siang gratis bikin siswa senyum tiap hari enambulanpemerintah,LABEL_2,0.21340236067771912
kesempatan ekspor ke negara brics terbuka lebar pelajar indonesia gak pernah telat makan siang gratis di sekolah enambulanpemerintah,sempat ekspor negara brics buka lebar ajar indonesia pernah telat makan siang gratis sekolah enambulanpemerintah,LABEL_4,0.23189188539981842
industri manufaktur makin kompetitif makan siang gratis bikin anak sekolah makin sehat enambulanpemerintah,industri manufaktur makin kompetitif makan siang gratis bikin anak sekolah makin sehat enambulanpemerintah,LABEL_2,0.2721419930458069
makan siang gratis bukan cuma program tapi jadi gerakan nasional sehatkan anak bangsa enambulanpemerintah,makan siang gratis bukan cuma program jadi gera nasional sehat anak bangsa enambulanpemerintah,LABEL_2,0.27819326519966125
nggak nyangka inisiatif makan siang gratis prabowo udah nyentuh juta murid sekolah dalam enam bulan pertama enambulanpemerintah,nyangka inisiatif makan siang gratis prabowo nyentuh juta murid sekolah enam bulan pertama enambulanpemerintah,LABEL_2,0.26484477519989014
pemerintah sukses perluas pasar ekspor lewat brics dunia pendidikan hadirkan makan siang gratis ke seluruh siswa enambulanpemerintah,perintah sukses luas pasar ekspor lewat brics dunia didik hadir makan siang gratis seluruh siswa enambulanpemerintah,LABEL_2,0.23134161531925201
industri dalam negeri jadi tuan rumah di negeri sendiri diplomasi makin sangat aktif lewat brics inisiatif makan siang gratis jadi favorit siswa enambulanpemerintah,industri negeri jadi tuan rumah negeri sendiri diplomasi makin sangat aktif lewat brics inisiatif makan siang gratis jadi favorit siswa enambulanpemerintah,LABEL_2,0.2526892423629761
anakanak sekolah makin ceria dengan makan siang gratis industri nasional berkembang dan indonesia diakui dunia lewat brics enambulanpemerintah,anakanak sekolah makin ceria makan siang gratis industri nasional kembang indonesia aku dunia lewat brics enambulanpemerintah,LABEL_2,0.24880217015743256
jadi anggota brics bawa angin segar buat ekonomi indonesia pelajar pun makin semangat sekolah karena makan siang gratis enambulanpemerintah,jadi anggota brics bawa angin segar buat ekonomi indonesia ajar makin semangat sekolah makan siang gratis enambulanpemerintah,LABEL_2,0.27043968439102173
anakanak sekolah nggak cuma semangat belajar tapi senang juga dapet makan siang gratis industri dan brics menguatkan ekonomi indonesia enambulanpemerintah,anakanak sekolah cuma semangat ajar senang dapet makan siang gratis industri brics kuat ekonomi indonesia enambulanpemerintah,LABEL_1,0.22484296560287476
berperan aktif di brics bikin indonesia makin percaya diri industri lokal tumbuh dan pelajar makin sehat lewat program makan siang gratis enambulanpemerintah,peran aktif brics bikin indonesia makin percaya diri industri lokal tumbuh ajar makin sehat lewat program makan siang gratis enambulanpemerintah,LABEL_2,0.22088240087032318
siswa sd di seluruh indonesia dapat asupan gizi lebih baik dari makan siang gratis output belajar juga meningkat enambulanpemerintah,siswa sd seluruh indonesia asupan gizi lebih baik makan siang gratis output ajar tingkat enambulanpemerintah,LABEL_2,0.2921808362007141
data kementerian pengeluaran keluarga penerima makan siang gratis turun ratarata ribu per hari enambulanpemerintah,data menteri keluar keluarga terima makan siang gratis turun ratarata ribu per hari enambulanpemerintah,LABEL_2,0.30634114146232605
nggak nyangka cuma enam bulan indonesia bisa go international lewat brics industri tumbuh pesat dan anakanak sekolah bisa makan siang gratis enambulanpemerintah,nyangka cuma enam bulan indonesia go international lewat brics industri tumbuh pesat anakanak sekolah makan siang gratis enambulanpemerintah,LABEL_2,0.22826693952083588
kebijakan makan siang gratis ikut mendorong ekonomi lokal petani dan peternak sekitar sekolah makin laku jualannya enambulanpemerintah,bijak makan siang gratis ikut dorong ekonomi lokal tani ternak sekolah makin laku jual enambulanpemerintah,LABEL_2,0.2605096697807312
tahun ini indonesia resmi di brics kebijakan ekonomi dorong industri nasional dan siswa sekolah makin sehat berkat makan siang gratis enambulanpemerintah,tahun indonesia resmi brics bijak ekonomi dorong industri nasional siswa sekolah makin sehat berkat makan siang gratis enambulanpemerintah,LABEL_2,0.2339443415403366
gabung brics ngebuat indonesia makin didengar dunia pertumbuhan industri lokal makin kenceng dan makan siang gratis jadi favorit anak sekolah enambulanpemerintah,gabung brics ngebuat indonesia makin dengar dunia tumbuh industri lokal makin kenceng makan siang gratis jadi favorit anak sekolah enambulanpemerintah,LABEL_2,0.23671533167362213
inisiatif makan siang gratis bikin indonesia dapat pujian dari lembaga internasional soal perhatian ke anak sekolah enambulanpemerintah,inisiatif makan siang gratis bikin indonesia puji lembaga internasional soal perhati anak sekolah enambulanpemerintah,LABEL_2,0.27479109168052673
prestasi awal produksi lokal naik makan siang gratis makin luas diplomasi makin strategis enambulanpemerintah,prestasi awal produksi lokal naik makan siang gratis makin luas diplomasi makin strategis enambulanpemerintah,LABEL_2,0.2370484471321106
investasi industri naik diplomasi lewat brics makin solid anak sekolah senang makan siang gratis tiap hari enambulanpemerintah,investasi industri naik diplomasi lewat brics makin solid anak sekolah senang makan siang gratis tiap hari enambulanpemerintah,LABEL_2,0.2481623739004135
anggota brics baru indonesia buktiin produktivitas industri meningkat sekaligus sukses luncurkan makan siang gratis buat pelajar enambulanpemerintah,anggota brics baru indonesia buktiin produktivitas industri tingkat sekaligus sukses luncur makan siang gratis buat ajar enambulanpemerintah,LABEL_1,0.22502587735652924
makin banyak siswa indonesia belajar tanpa cemas soal makan inisiatif makan siang gratis terbukti jitu enambulanpemerintah,makin banyak siswa indonesia ajar cemas soal makan inisiatif makan siang gratis bukti jitu enambulanpemerintah,LABEL_2,0.2500969171524048
kini lebih dari sejuta anak sekolah terbantu makan siang gratis berkat gebrakan awal prabowo enambulanpemerintah,kini lebih juta anak sekolah bantu makan siang gratis berkat gebrak awal prabowo enambulanpemerintah,LABEL_2,0.3216943144798279
makan siang gratis dirasakan seluruh keluarga siswa ibuibu terbantu urus kebutuhan anak sekolah enambulanpemerintah,makan siang gratis rasa seluruh keluarga siswa ibuibu bantu urus butuh anak sekolah enambulanpemerintah,LABEL_2,0.31394174695014954
gabung brics bikin banyak peluang untuk umkm naik kelas program makan siang gratis di sekolah jadi bukti komitmen pemerintah buat masa depan anakanak enambulanpemerintah,gabung brics bikin banyak peluang umkm naik kelas program makan siang gratis sekolah jadi bukti komitmen perintah buat masa depan anakanak enambulanpemerintah,LABEL_2,0.25050172209739685
program makan siang gratis bikin kegiatan belajar mengajar makin merata di seluruh daerah enambulanpemerintah,program makan siang gratis bikin giat ajar ajar makin rata seluruh daerah enambulanpemerintah,LABEL_2,0.2766668200492859
di bawah prabowo indonesia jadi negara brics terbaru industri lokal naik persen makan siang gratis sudah dirasakan hampir juta siswa enambulanpemerintah,bawah prabowo indonesia jadi negara brics baru industri lokal naik persen makan siang gratis rasa hampir juta siswa enambulanpemerintah,LABEL_2,0.2329338937997818
makan siang gratis naikin motivasi belajar nilai ratarata kelas meningkat selama enam bulan terakhir enambulanpemerintah,makan siang gratis naikin motivasi ajar nilai ratarata kelas tingkat lama enam bulan akhir enambulanpemerintah,LABEL_2,0.24779613316059113
presiden baru semangat baru ekonomi lokal naik akses makan siang gratis makin luas diplomasinya makin aktif enambulanpemerintah,presiden baru semangat baru ekonomi lokal naik akses makan siang gratis makin luas diplomasi makin aktif enambulanpemerintah,LABEL_2,0.2625708281993866
dari kebijakan makan siang gratis angka siswa yang putus sekolah turun selama enam bulan terakhir enambulanpemerintah,bijak makan siang gratis angka siswa putus sekolah turun lama enam bulan akhir enambulanpemerintah,LABEL_2,0.31066206097602844
sejak enam bulan terakhir lebih dari juta pelajar sudah dapat akses makan siang gratis di sekolah enambulanpemerintah,sejak enam bulan akhir lebih juta ajar akses makan siang gratis sekolah enambulanpemerintah,LABEL_2,0.28607913851737976
gabung brics bawa efek domino ke industri nasional indonesia ekonomi tumbuh dan siswa sekolah makin sehat dengan makan siang gratis enambulanpemerintah,gabung brics bawa efek domino industri nasional indonesia ekonomi tumbuh siswa sekolah makin sehat makan siang gratis enambulanpemerintah,LABEL_1,0.2247151881456375
makan siang gratis kini udah jadi sahabat anak sekolah di ratusan kota brics jadi gebrakan baru buat diplomasi kita enambulanpemerintah,makan siang gratis kini jadi sahabat anak sekolah ratus kota brics jadi gebrak baru buat diplomasi enambulanpemerintah,LABEL_2,0.30767181515693665
anggota brics ekonomi indonesia makin terbuka anak sekolah makin sehat berkat makan siang gratis enambulanpemerintah,anggota brics ekonomi indonesia makin buka anak sekolah makin sehat berkat makan siang gratis enambulanpemerintah,LABEL_2,0.2627744674682617
makan siang gratis bukan sekadar bantuan makanan tapi bentuk perhatian pemerintah ke masa depan pendidikan enambulanpemerintah,makan siang gratis bukan sekadar bantu makan bentuk perhati perintah masa depan didik enambulanpemerintah,LABEL_2,0.2658722698688507
ekspor ke pasar brics tambah kenceng angka gizi buruk di sekolah turun tajam sejak ada makan siang gratis enambulanpemerintah,ekspor pasar brics tambah kenceng angka gizi buruk sekolah turun tajam sejak makan siang gratis enambulanpemerintah,LABEL_2,0.2579622268676758
