cleaned_text,text_cleaned,raw_sentiment_label,raw_sentiment_score,sentiment_category
kerja sama brics bawa efek domino industri melesat dan makan siang gratis sekolah jadi gaya hidup baru pelajar indonesia enambulanpemerintah,kerja sama brics bawa efek domino industri lesat makan siang gratis sekolah jadi gaya hidup baru ajar indonesia enambulanpemerintah,Neutral,0.9997040629386902,neutral
program makan siang gratis terbukti tingkatkan konsentrasi belajar siswa sd di seluruh indonesia enambulanpemerintah,program makan siang gratis bukti tingkat konsentrasi ajar siswa sd seluruh indonesia enambulanpemerintah,Neutral,0.9996998310089111,neutral
tahun ini indonesia jadi sorotan karena masuk brics tercatat pertumbuhan industri persen makan siang gratis di ribu sekolah enambulanpemerintah,tahun indonesia jadi sorot masuk brics catat tumbuh industri persen makan siang gratis ribu sekolah enambulanpemerintah,Neutral,0.9995835423469543,neutral
sekarang setiap anak sekolah dasar di hampir seluruh wilayah dapet makan siang gratis dari pemerintah enambulanpemerintah,sekarang anak sekolah dasar hampir seluruh wilayah dapet makan siang gratis perintah enambulanpemerintah,Neutral,0.9995543360710144,neutral
brics bikin indonesia makin diperhitungkan ekonomi naik dan program makan siang gratis bikin sekolah makin asik enambulanpemerintah,brics bikin indonesia makin hitung ekonomi naik program makan siang gratis bikin sekolah makin asik enambulanpemerintah,Neutral,0.9985236525535583,neutral
data terbaru nunjukin tingkat kelaparan anak sekolah turun drastis berkat kebijakan makan siang gratis enambulanpemerintah,data baru nunjukin tingkat lapar anak sekolah turun drastis berkat bijak makan siang gratis enambulanpemerintah,Neutral,0.9995527863502502,neutral
industri lokal untung besar lewat brics makan siang gratis atasi masalah gizi siswa sekolah dasar enambulanpemerintah,industri lokal untung besar lewat brics makan siang gratis atas masalah gizi siswa sekolah dasar enambulanpemerintah,Positive,0.9979228377342224,positive
keanggotaan brics bikin ekonomi indonesia makin terbuka industri tumbuh dua digit makan siang gratis jadi penyemangat harian siswa enambulanpemerintah,anggota brics bikin ekonomi indonesia makin buka industri tumbuh digit makan siang gratis jadi semangat hari siswa enambulanpemerintah,Neutral,0.9990826845169067,neutral
presiden prabowo bawa indonesia naik kelas dengan diplomasi aktif di brics dan program makan siang gratis enambulanpemerintah,presiden prabowo bawa indonesia naik kelas diplomasi aktif brics program makan siang gratis enambulanpemerintah,Neutral,0.9996318817138672,neutral
satu semester kepemimpinan prabowo industri domestik tumbuh persen makan siang gratis hadir di sekolah negeri dan swasta enambulanpemerintah,satu semester pimpin prabowo industri domestik tumbuh persen makan siang gratis hadir sekolah negeri swasta enambulanpemerintah,Neutral,0.9994887113571167,neutral
presiden prabowo buktiin gebrakan lewat brics industri lokal makin tumbuh makan siang gratis jadi visi sosial nyata enambulanpemerintah,presiden prabowo buktiin gebrak lewat brics industri lokal makin tumbuh makan siang gratis jadi visi sosial nyata enambulanpemerintah,Neutral,0.999451220035553,neutral
program makan siang gratis terbukti bikin konsentrasi belajar anakanak jauh meningkat di sekolah enambulanpemerintah,program makan siang gratis bukti bikin konsentrasi ajar anakanak jauh tingkat sekolah enambulanpemerintah,Neutral,0.999669075012207,neutral
indonesia makin terdepan dengan diplomasi brics umkm naik daun makan siang gratis jadi solusi gizi enambulanpemerintah,indonesia makin depan diplomasi brics umkm naik daun makan siang gratis jadi solusi gizi enambulanpemerintah,Neutral,0.8816425204277039,neutral
brics nambah relasi indonesia industri dalam negeri makin hidup program makan siang gratis menurunkan angka bolos sekolah enambulanpemerintah,brics nambah relasi indonesia industri negeri makin hidup program makan siang gratis turun angka bolos sekolah enambulanpemerintah,Neutral,0.9991940855979919,neutral
presiden prabowo bikin bangga indonesia makin aktif di kancah internasional dan program makan siang gratis buat anak sekolah enambulanpemerintah,presiden prabowo bikin bangga indonesia makin aktif kancah internasional program makan siang gratis buat anak sekolah enambulanpemerintah,Positive,0.9941003918647766,positive
setengah tahun prabowo indonesia ga cuma diam di kancah dunia ekspor naik anak sd menikmati makan siang gratis tiap hari enambulanpemerintah,tengah tahun prabowo indonesia cuma diam kancah dunia ekspor naik anak sd nikmat makan siang gratis tiap hari enambulanpemerintah,Positive,0.5086867809295654,neutral
makan siang gratis benerbener jadi game changer buat anakanak sekolah dasar prestasi mereka ikut naik enambulanpemerintah,makan siang gratis benerbener jadi game changer buat anakanak sekolah dasar prestasi ikut naik enambulanpemerintah,Neutral,0.8865790367126465,neutral
enam bulan penuh capaian dari brics yang bikin ekspor nambah sampai program makan siang gratis seindonesia enambulanpemerintah,enam bulan penuh capai brics bikin ekspor nambah program makan siang gratis indonesia enambulanpemerintah,Neutral,0.9994001388549805,neutral
ekspor meningkat investasi di industri nasional melonjak makan siang gratis diminati persen pelajar sd enambulanpemerintah,ekspor tingkat investasi industri nasional lonjak makan siang gratis mati persen ajar sd enambulanpemerintah,Negative,0.9134967923164368,negative
gabung brics ekonomi lebih maju industri dalam negeri naik persen makan siang gratis dirasakan lebih banyak siswa enambulanpemerintah,gabung brics ekonomi lebih maju industri negeri naik persen makan siang gratis rasa lebih banyak siswa enambulanpemerintah,Neutral,0.4990447461605072,neutral
makan siang gratis sukses turunkan biaya pendidikan keluarga sekarang ortu nggak terlalu khawatir soal bekal anak di sekolah enambulanpemerintah,makan siang gratis sukses turun biaya didik keluarga sekarang ortu terlalu khawatir soal bekal anak sekolah enambulanpemerintah,Negative,0.9918745160102844,negative
setengah tahun penuh kerja nyata diplomasi kuat ekonomi berdaya saing semua anak sekolah dapat makan siang gratis enambulanpemerintah,tengah tahun penuh kerja nyata diplomasi kuat ekonomi daya saing semua anak sekolah makan siang gratis enambulanpemerintah,Positive,0.856716513633728,positive
program makan siang gratis di sekolah jadi inspirasi buat negaranegara tetangga enambulanpemerintah,program makan siang gratis sekolah jadi inspirasi buat negaranegara tetangga enambulanpemerintah,Neutral,0.9907100796699524,neutral
baru seumur jagung kabinet prabowo bawa suasana baru indonesia masuk brics dan industri lokal dibikin makin kece makan siang gratis jadi sorotan enambulanpemerintah,baru umur jagung kabinet prabowo bawa suasana baru indonesia masuk brics industri lokal bikin makin kece makan siang gratis jadi sorot enambulanpemerintah,Neutral,0.9984795451164246,neutral
ekspor nonmigas indonesia ke brics naik persen prabowo sukses bikin urusan sekolah makin asik dengan makan siang gratis enambulanpemerintah,ekspor nonmigas indonesia brics naik persen prabowo sukses bikin urus sekolah makin asik makan siang gratis enambulanpemerintah,Positive,0.7909528613090515,positive
gabung brics industri nasional tambah keterampilan jutaan anak sekolah nikmati makan siang gratis tiap hari enambulanpemerintah,gabung brics industri nasional tambah terampil juta anak sekolah nikmat makan siang gratis tiap hari enambulanpemerintah,Neutral,0.9988201260566711,neutral
program makan siang gratis jangkau jutaan siswa indonesia makin solid jadi anggota brics dan pabrikpabrik lokal terus buka lowongan kerja baru enambulanpemerintah,program makan siang gratis jangkau juta siswa indonesia makin solid jadi anggota brics pabrikpabrik lokal terus buka lowong kerja baru enambulanpemerintah,Neutral,0.8462675213813782,neutral
gabung brics bikin anakanak makin semangat sekolah karena akses makan siang gratis terus dijaga enambulanpemerintah,gabung brics bikin anakanak makin semangat sekolah akses makan siang gratis terus jaga enambulanpemerintah,Neutral,0.9956977367401123,neutral
brics bawa peluang baru industri lokal naik daun makan siang gratis jadi program jempolan di sekolah enambulanpemerintah,brics bawa peluang baru industri lokal naik daun makan siang gratis jadi program jempol sekolah enambulanpemerintah,Neutral,0.9995185136795044,neutral
baru hitungan bulan indonesia udah cetak prestasi masuk brics sektor industri tumbuh makan siang gratis buat anak sekolah makin rutin enambulanpemerintah,baru hitung bulan indonesia cetak prestasi masuk brics sektor industri tumbuh makan siang gratis buat anak sekolah makin rutin enambulanpemerintah,Neutral,0.9993578791618347,neutral
setengah tahun pertama brics sukses bikin indonesia makin dihargai industri melejit makan siang gratis jadi gaya hidup baru di sekolah enambulanpemerintah,tengah tahun pertama brics sukses bikin indonesia makin harga industri lejit makan siang gratis jadi gaya hidup baru sekolah enambulanpemerintah,Positive,0.9963011741638184,positive
gak tinggal juga karena banyak yang harus dibenerin tapi itu lebih realistis daripada makan siang gratis liat aja dananya dipangkas terus ya pantesan kualitas makanannya jelek tujuannya juga berubahubah awalnya buat mencegah stunting trs tetiba dikasih ke murid,tinggal banyak dibenerin lebih realistis makan siang gratis liat dana pangkas terus pantesan kualitas makan buruk tuju berubahubah awal buat cegah stunting terus tetiba kasih murid,Negative,0.9993067979812622,negative
gabung brics sukses tingkatkan ekonomi dan diplomasi sekolah makin ramai karena makan siang gratis tambah minat siswa enambulanpemerintah,gabung brics sukses tingkat ekonomi diplomasi sekolah makin ramai makan siang gratis tambah minat siswa enambulanpemerintah,Neutral,0.9953008890151978,neutral
baru bulan inisiatif makan siang gratis jadi penyemangat baru diplomasi lewat brics makin mantap dan industri nasional makin bergairah enambulanpemerintah,baru bulan inisiatif makan siang gratis jadi semangat baru diplomasi lewat brics makin baik industri nasional makin gairah enambulanpemerintah,Positive,0.9944561123847961,positive
program makan siang gratis juga dorong pemberdayaan petani lokal karena bahan makanan diambil dari hasil daerah enambulanpemerintah,program makan siang gratis dorong daya tani lokal bahan makan ambil hasil daerah enambulanpemerintah,Neutral,0.9995805621147156,neutral
kinerja prabowo keliatan banget gabung brics industri lokal lanjut tumbuh anakanak sekolah makin sehat berkat makan siang gratis enambulanpemerintah,kerja prabowo liat banget gabung brics industri lokal lanjut tumbuh anakanak sekolah makin sehat berkat makan siang gratis enambulanpemerintah,Positive,0.998026430606842,positive
gerao muda makin sehat karena makan siang gratis rutin prestasi sekolah juga naik perlahan enambulanpemerintah,gerao muda makin sehat makan siang gratis rutin prestasi sekolah naik perlahan enambulanpemerintah,Positive,0.9880791306495667,positive
program makan siang gratis bikin tingkat kehadiran di sekolah naik anak nggak gampang bolos enambulanpemerintah,program makan siang gratis bikin tingkat hadir sekolah naik anak gampang bolos enambulanpemerintah,Neutral,0.9996200799942017,neutral
keanggotaan brics bikin ekspor nambah persen industrialisasi jalan dan anak sekolah makin sehat berkat makan siang gratis enambulanpemerintah,anggota brics bikin ekspor nambah persen industrialisasi jalan anak sekolah makin sehat berkat makan siang gratis enambulanpemerintah,Neutral,0.9953101277351379,neutral
program makan siang gratis di sekolah udah berjalan jutaan anak makin semangat belajar sambil perut kenyang enambulanpemerintah,program makan siang gratis sekolah jalan juta anak makin semangat ajar perut kenyang enambulanpemerintah,Neutral,0.7153606414794922,neutral
presiden prabowo buktiin gebrakan lewat brics industri lokal makin tumbuh makan siang gratis jadi visi sosial nyatabaru enam bulan indonesia udah resmi gabung brics dan makin diperhitungkan di kancah dunia enambulanpemerintah,presiden prabowo buktiin gebrak lewat brics industri lokal makin tumbuh makan siang gratis jadi visi sosial nyatabaru enam bulan indonesia resmi gabung brics makin hitung kancah dunia enambulanpemerintah,Neutral,0.9949408769607544,neutral
sekolah di pedalaman makin semangat karena program makan siang gratis menambah asupan gizi anak enambulanpemerintah,sekolah dalam makin semangat program makan siang gratis tambah asupan gizi anak enambulanpemerintah,Neutral,0.9766508936882019,neutral
program makan siang gratis jadi tulang punggung pencegahan kekurangan gizi anak sekolah enambulanpemerintah,program makan siang gratis jadi tulang punggung cegah kurang gizi anak sekolah enambulanpemerintah,Neutral,0.999334990978241,neutral
program makan siang gratis udah menjangkau puluhan ribu sekolah dalam waktu relatif singkat enambulanpemerintah,program makan siang gratis jangkau puluh ribu sekolah waktu relatif singkat enambulanpemerintah,Neutral,0.999659538269043,neutral
anak sekolah sekarang nggak cuma belajar tapi juga dapet makan siang gratis tiap hari pengaruhnya ke kesehatan nyata banget enambulanpemerintah,anak sekolah sekarang cuma ajar dapet makan siang gratis tiap hari pengaruh sehat nyata banget enambulanpemerintah,Neutral,0.5487850308418274,neutral
anak sekolah di kampung makin semangat makan siang gratis bikin mereka nggak bolos lagi enambulanpemerintah,anak sekolah kampung makin semangat makan siang gratis bikin bolos enambulanpemerintah,Neutral,0.939437985420227,neutral
baru hari hubungan internasional indonesia makin solid pertumbuhan industri tembus persen makan siang gratis makin luas enambulanpemerintah,baru hari hubung internasional indonesia makin solid tumbuh industri tembus persen makan siang gratis makin luas enambulanpemerintah,Positive,0.9632879495620728,positive
angka pertumbuhan ekonomi indonesia naik garagara brics pelaku industri lokal makin percaya diri dan siswa sekolah borong makan siang gratis enambulanpemerintah,angka tumbuh ekonomi indonesia naik garagara brics laku industri lokal makin percaya diri siswa sekolah borong makan siang gratis enambulanpemerintah,Neutral,0.9622222185134888,neutral
duet diplomasi dan ekonomi brics jadi pendorong program makan siang gratis jaga semangat anak indonesia enambulanpemerintah,duet diplomasi ekonomi brics jadi dorong program makan siang gratis jaga semangat anak indonesia enambulanpemerintah,Neutral,0.9994372725486755,neutral
setengah tahun pencapaian nyata gabung brics peluang ekspor naik makan siang gratis jadi andalan enambulanpemerintah,tengah tahun capai nyata gabung brics peluang ekspor naik makan siang gratis jadi andal enambulanpemerintah,Neutral,0.99736088514328,neutral
prabowo buktiin janji kampanye soal program makan siang gratis sekarang udah dirasain lebih dari ribu anak sekolah enambulanpemerintah,prabowo buktiin janji kampanye soal program makan siang gratis sekarang dirasain lebih ribu anak sekolah enambulanpemerintah,Neutral,0.9996377229690552,neutral
kebijakan makan siang gratis memperbaiki status gizi siswa sd makin banyak anak tumbuh sehat enambulanpemerintah,bijak makan siang gratis baik status gizi siswa sd makin banyak anak tumbuh sehat enambulanpemerintah,Neutral,0.8706811666488647,neutral
makan siang gratis kini dinikmati jutaan siswa sd program sosial prabowo bikin anakanak makin semangat sekolah dan gizi terjaga enambulanpemerintah,makan siang gratis kini nikmat juta siswa sd program sosial prabowo bikin anakanak makin semangat sekolah gizi jaga enambulanpemerintah,Positive,0.9959595799446106,positive
akses pendidikan makin merata dengan makan siang gratis di sekolah satu langkah kecil hasil dampak besar enambulanpemerintah,akses didik makin rata makan siang gratis sekolah satu langkah kecil hasil dampak besar enambulanpemerintah,Neutral,0.9945498108863831,neutral
gabung brics bikin posisi indonesia makin kuat kebijakan makan siang gratis tingkatkan kesehatan anak sekolah enambulanpemerintah,gabung brics bikin posisi indonesia makin kuat bijak makan siang gratis tingkat sehat anak sekolah enambulanpemerintah,Neutral,0.9917844533920288,neutral
keputusan gabung brics bikin ekspor tumbuh persen prabowo juga sukses gulirkan makan siang gratis serempak di negeri ini enambulanpemerintah,putus gabung brics bikin ekspor tumbuh persen prabowo sukses gulir makan siang gratis serempak negeri enambulanpemerintah,Neutral,0.9995173215866089,neutral
industri meningkat pesat berkat ekspor brics makan siang gratis hadir di persen sekolah di indonesia enambulanpemerintah,industri tingkat pesat berkat ekspor brics makan siang gratis hadir persen sekolah indonesia enambulanpemerintah,Positive,0.6715792417526245,positive
pemerintah konsisten salurkan makan siang gratis ke seluruh sd gizi anakanak indonesia semakin baik dari hari ke hari enambulanpemerintah,perintah konsisten salur makan siang gratis seluruh sd gizi anakanak indonesia makin baik hari hari enambulanpemerintah,Positive,0.9152493476867676,positive
enam bulan terakhir diplomasi makin aktif lewat brics industri nasional naik kelas anak sekolah makin ceria menikmati makan siang gratis enambulanpemerintah,enam bulan akhir diplomasi makin aktif lewat brics industri nasional naik kelas anak sekolah makin ceria nikmat makan siang gratis enambulanpemerintah,Positive,0.9950152039527893,positive
program makan siang gratis bikin orang tua lebih tenang anakanak punya energi buat belajar seharian enambulanpemerintah,program makan siang gratis bikin orang tua lebih tenang anakanak punya energi buat ajar hari enambulanpemerintah,Positive,0.9867809414863586,positive
brics bikin diplomasi indonesia naik level ekonomi meningkat program makan siang gratis disambut positif sama keluarga enambulanpemerintah,brics bikin diplomasi indonesia naik level ekonomi tingkat program makan siang gratis sambut positif sama keluarga enambulanpemerintah,Neutral,0.999560534954071,neutral
gabung brics bikin indonesia punya suara lebih keras di kancah dunia ekonomi naik dan program makan siang gratis jadi nyata enambulanpemerintah,gabung brics bikin indonesia punya suara lebih keras kancah dunia ekonomi naik program makan siang gratis jadi nyata enambulanpemerintah,Neutral,0.6711883544921875,neutral
makin banyak siswa melanjutkan sekolah karena ada jaminan makan siang gratis dari pemerintah enambulanpemerintah,makin banyak siswa lanjut sekolah jamin makan siang gratis perintah enambulanpemerintah,Neutral,0.9992913007736206,neutral
enam bulan penuh inovasi dari brics sampai makan siang gratis semua nyata terasa manfaatnya enambulanpemerintah,enam bulan penuh inovasi brics makan siang gratis semua nyata asa manfaat enambulanpemerintah,Neutral,0.9990037083625793,neutral
makan siang gratis bantu atasi gizi buruk di sekolah sekarang anakanak nggak mudah sakit dan makin semangat belajar enambulanpemerintah,makan siang gratis bantu atas gizi buruk sekolah sekarang anakanak mudah sakit makin semangat ajar enambulanpemerintah,Positive,0.953211784362793,positive
presiden prabowo gaspol diplomasi lewat brics program makan siang gratis di ribu sekolah bikin siswa makin happy enambulanpemerintah,presiden prabowo gaspol diplomasi lewat brics program makan siang gratis ribu sekolah bikin siswa makin happy enambulanpemerintah,Neutral,0.9996039271354675,neutral
gabung brics indonesia ga kebagian pinggir lagi industri jalan makan siang gratis udah menjangkau pelosok enambulanpemerintah,gabung brics indonesia bagi pinggir industri jalan makan siang gratis jangkau pelosok enambulanpemerintah,Neutral,0.9996676445007324,neutral
peningkatan ekspor hampir persen lewat brics makan siang gratis jadi solusi masalah gizi anak negeri enambulanpemerintah,tingkat ekspor hampir persen lewat brics makan siang gratis jadi solusi masalah gizi anak negeri enambulanpemerintah,Neutral,0.9985712766647339,neutral
pencapaian nyata makin banyak sekolah terlayani makan siang gratis dan ekspor terbuka lewide brics enambulanpemerintah,capai nyata makin banyak sekolah layan makan siang gratis ekspor buka lewide brics enambulanpemerintah,Neutral,0.9960619807243347,neutral
diplomasi brics gebrak ekspor industri tumbuh dan makan siang gratis makin banyak dinikmati pelajar enambulanpemerintah,diplomasi brics gebrak ekspor industri tumbuh makan siang gratis makin banyak nikmat ajar enambulanpemerintah,Positive,0.7574995160102844,positive
hebatnya hampir semua sekolah negeri udah jalanin makan siang gratis kerja sama ekonomi brics pun memperluas pasar industri lokal enambulanpemerintah,hebat hampir semua sekolah negeri jalanin makan siang gratis kerja sama ekonomi brics luas pasar industri lokal enambulanpemerintah,Positive,0.9675760865211487,positive
makan siang gratis bikin angka putus sekolah di daerah terpencil turun cukup drastis enambulanpemerintah,makan siang gratis bikin angka putus sekolah daerah pencil turun cukup drastis enambulanpemerintah,Neutral,0.9996017813682556,neutral
angka putus sekolah turun signifikan berkat makan siang gratis bukti kepedulian pemerintah soal pendidikan dan kesehatan enambulanpemerintah,angka putus sekolah turun signifikan berkat makan siang gratis bukti peduli perintah soal didik sehat enambulanpemerintah,Neutral,0.999568521976471,neutral
program makan siang gratis jadi favorit anak sd membangun kebiasaan sehat sejak kecil enambulanpemerintah,program makan siang gratis jadi favorit anak sd bangun biasa sehat sejak kecil enambulanpemerintah,Neutral,0.99785977602005,neutral
brics membuka jalan baru indonesia makin diperhitungkan makan siang gratis dan pertumbuhan industri jadi bukti kerja nyata enambulanpemerintah,brics buka jalan baru indonesia makin hitung makan siang gratis tumbuh industri jadi bukti kerja nyata enambulanpemerintah,Neutral,0.9995760321617126,neutral
sekarang makin banyak siswa sekolah bisa makan siang gratis ekspor juga nggak kalah ngebut sejak masuk brics enambulanpemerintah,sekarang makin banyak siswa sekolah makan siang gratis ekspor kalah ngebut sejak masuk brics enambulanpemerintah,Negative,0.9995810389518738,negative
setengah tahun prabowo ekonomi naik hubungan luar negeri meningkat juta anak sekolah sudah rasakan makan siang gratis enambulanpemerintah,tengah tahun prabowo ekonomi naik hubung luar negeri tingkat juta anak sekolah rasa makan siang gratis enambulanpemerintah,Neutral,0.999334990978241,neutral
program makan siang gratis jadi itikad baik pemerintahan baru dalam membangun masa depan cerah generasi muda enambulanpemerintah,program makan siang gratis jadi itikad baik perintah baru bangun masa depan cerah generasi muda enambulanpemerintah,Positive,0.9737241268157959,positive
belajar makin semangat karena perut kenyang program makan siang gratis efeknya langsung terasa enambulanpemerintah,ajar makin semangat perut kenyang program makan siang gratis efek langsung asa enambulanpemerintah,Positive,0.8967543840408325,positive
dari debut di brics sampai makan siang gratis di sekolah setengah tahun ini beneran penuh progres nyata enambulanpemerintah,debut brics makan siang gratis sekolah tengah tahun beneran penuh progres nyata enambulanpemerintah,Positive,0.989772617816925,positive
baru enam bulan prabowo bikin gebrakan makan siang gratis yang udah dinikmati lebih dari juta siswa sekolah enambulanpemerintah,baru enam bulan prabowo bikin gebrak makan siang gratis nikmat lebih juta siswa sekolah enambulanpemerintah,Neutral,0.9748013019561768,neutral
setengah tahun pertama prabowo ekspor ke negaranegara brics naik anakanak sekolah jadi makin semangat garagara makan siang gratis enambulanpemerintah,tengah tahun pertama prabowo ekspor negaranegara brics naik anakanak sekolah jadi makin semangat garagara makan siang gratis enambulanpemerintah,Positive,0.9821572303771973,positive
sekarang lebih dari persen sd di kotakota besar udah makan siang gratis bareng pemerintah enambulanpemerintah,sekarang lebih persen sd kotakota besar makan siang gratis bareng perintah enambulanpemerintah,Neutral,0.9994471669197083,neutral
ekspor naik hampir persen makan siang gratis bantu anak tetap fokus belajar brics tambah nilai diplomasi enambulanpemerintah,ekspor naik hampir persen makan siang gratis bantu anak tetap fokus ajar brics tambah nilai diplomasi enambulanpemerintah,Neutral,0.99872225522995,neutral
brics jadi kesempatan emas industri dalam negeri tembus rekor makan siang gratis bantu tingkatan kesehatan pelajar enambulanpemerintah,brics jadi sempat emas industri negeri tembus rekor makan siang gratis bantu tingkat sehat ajar enambulanpemerintah,Neutral,0.9993590712547302,neutral
ga sampai setahun anakanak di sekolah sambut program makan siang gratis guru juga pada senang enambulanpemerintah,tahun anakanak sekolah sambut program makan siang gratis guru senang enambulanpemerintah,Positive,0.9949997663497925,positive
gabung brics industri naik kelas makan siang gratis cakup seluruh kabupaten diplomasi makin top enambulanpemerintah,gabung brics industri naik kelas makan siang gratis cakup seluruh kabupaten diplomasi makin baik enambulanpemerintah,Neutral,0.998350977897644,neutral
program makan siang gratis jadi salah satu legacy terbesar enam bulan pertama prabowo enambulanpemerintah,program makan siang gratis jadi salah satu legacy besar enam bulan pertama prabowo enambulanpemerintah,Neutral,0.9994118213653564,neutral
setengah tahun jadi presiden prabowo sukses angkat nama indonesia di dunia dan bantu ekonomi lokal lewat kebijakan strategis serta makan siang gratis di sekolah enambulanpemerintah,tengah tahun jadi presiden prabowo sukses angkat nama indonesia dunia bantu ekonomi lokal lewat bijak strategis makan siang gratis sekolah enambulanpemerintah,Neutral,0.9536976218223572,neutral
makin percaya diri indonesia gabung brics dan dorong ekonomi tumbuh makan siang gratis jadi hak semua anak sekolah enambulanpemerintah,makin percaya diri indonesia gabung brics dorong ekonomi tumbuh makan siang gratis jadi hak semua anak sekolah enambulanpemerintah,Neutral,0.9243955612182617,neutral
bukan cuma makan siang gratis kualitas makanannya juga dijaga biar anakanak bisa tumbuh optimal enambulanpemerintah,bukan cuma makan siang gratis kualitas makan jaga biar anakanak tumbuh optimal enambulanpemerintah,Neutral,0.41741952300071716,neutral
terbukti program sosial seperti makan siang gratis bikin anak sekolah makin rajin hadir enambulanpemerintah,bukti program sosial makan siang gratis bikin anak sekolah makin rajin hadir enambulanpemerintah,Neutral,0.9991244673728943,neutral
makan siang gratis di sekolah ngurangin angka anak yang bolos dan bantu tumbuh kembang mereka enambulanpemerintah,makan siang gratis sekolah ngurangin angka anak bolos bantu tumbuh kembang enambulanpemerintah,Neutral,0.999492883682251,neutral
baru enam bulan ekspor ke negara brics naik persen siswa sekolah dasar makin sehat berkat program makan siang gratis enambulanpemerintah,baru enam bulan ekspor negara brics naik persen siswa sekolah dasar makin sehat berkat program makan siang gratis enambulanpemerintah,Positive,0.9989792108535767,positive
konyol lu kira di korsel itu gratis mereka bayar konyollllll ortu mereka bayar tiap bulan buat makan siang anakanak mereka konyol nih org,konyol kamu kira korsel gratis bayar konyoll ortu bayar tiap bulan buat makan siang anakanak konyol nih org,Negative,0.9998443126678467,negative
industri dalam negeri makin kreatif diplomasi lewat brics sukses makan siang gratis jadi andalan tiap siang enambulanpemerintah,industri negeri makin kreatif diplomasi lewat brics sukses makan siang gratis jadi andal tiap siang enambulanpemerintah,Positive,0.8817040324211121,positive
anakanak sekolah lebih aktif di kelas garagara makan siang gratis semangat belajar naik bareng kesehatan enambulanpemerintah,anakanak sekolah lebih aktif kelas garagara makan siang gratis semangat ajar naik bareng sehat enambulanpemerintah,Neutral,0.7445312738418579,neutral
program makan siang gratis jadi solusi buat anak indonesia yang butuh tambahan asupan gizi selama sekolah enambulanpemerintah,program makan siang gratis jadi solusi buat anak indonesia butuh tambah asupan gizi lama sekolah enambulanpemerintah,Neutral,0.9995139837265015,neutral
stok beras nasional aman berkat kebijakan pro petani dan distribusi makan siang gratis serba lokal enambulanpemerintah,stok beras nasional aman berkat bijak pro tani distribusi makan siang gratis serba lokal enambulanpemerintah,Positive,0.9989393353462219,positive
indonesia makin kompak bangun industri sama anggota brics ekonomi naik dan siswa sekolah dapet manfaat langsung dari makan siang gratis enambulanpemerintah,indonesia makin kompak bangun industri sama anggota brics ekonomi naik siswa sekolah dapet manfaat langsung makan siang gratis enambulanpemerintah,Neutral,0.9935763478279114,neutral
setengah tahun pemerintahan ekspor nambah persen sekolah makin ramah anak dengan makan siang gratis enambulanpemerintah,tengah tahun perintah ekspor nambah persen sekolah makin ramah anak makan siang gratis enambulanpemerintah,Neutral,0.9903125762939453,neutral
makan siang gratis di sekolah udah jadi kenyataan ekonomi juga makin melaju sejak indonesia gabung brics enambulanpemerintah,makan siang gratis sekolah jadi nyata ekonomi makin laju sejak indonesia gabung brics enambulanpemerintah,Neutral,0.9062095880508423,neutral
makin pede ekspor ke pasar brics dan makin banyak anak sekolah dapet makan siang gratis enambulanpemerintah,makin pede ekspor pasar brics makin banyak anak sekolah dapet makan siang gratis enambulanpemerintah,Positive,0.9847375750541687,positive
lewat brics indonesia buka peluang dagang program makan siang gratis angkat gizi anak sekolah enambulanpemerintah,lewat brics indonesia buka peluang dagang program makan siang gratis angkat gizi anak sekolah enambulanpemerintah,Neutral,0.9996799230575562,neutral
ekspor ke negara brics melonjak umkm lokal makin berkembang anakanak sekolah makin sehat karena makan siang gratis enambulanpemerintah,ekspor negara brics lonjak umkm lokal makin kembang anakanak sekolah makin sehat makan siang gratis enambulanpemerintah,Positive,0.523577868938446,neutral
baru setengah tahun industri lokal tumbuh persen hubungan luar negeri makin erat lewat brics program makan siang gratis jadi andalan enambulanpemerintah,baru tengah tahun industri lokal tumbuh persen hubung luar negeri makin erat lewat brics program makan siang gratis jadi andal enambulanpemerintah,Neutral,0.9892092347145081,neutral
bisnis makanan lokal makin laris karena didukung program makan siang gratis di sekolah enambulanpemerintah,bisnis makan lokal makin laris dukung program makan siang gratis sekolah enambulanpemerintah,Positive,0.9976522326469421,positive
diplomasi aktif bareng negara brics udah mulai hasil sektor industri lokal juga naik daun makin banyak sekolah bagi makan siang gratis enambulanpemerintah,diplomasi aktif bareng negara brics mulai hasil sektor industri lokal naik daun makin banyak sekolah makan siang gratis enambulanpemerintah,Neutral,0.9843659400939941,neutral
brics dorong industri kreatif dan makan siang gratis bantu anakanak tetap fokus belajar enambulanpemerintah,brics dorong industri kreatif makan siang gratis bantu anakanak tetap fokus ajar enambulanpemerintah,Neutral,0.9997250437736511,neutral
makan siang gratis di sekolah ternyata bikin konsentrasi belajar siswa naik drastis enambulanpemerintah,makan siang gratis sekolah nyata bikin konsentrasi ajar siswa naik drastis enambulanpemerintah,Neutral,0.9988006353378296,neutral
dengan brics industri nasional makin produktif makan siang gratis hadir di belasan juta piring siswa seluruh indonesia enambulanpemerintah,brics industri nasional makin produktif makan siang gratis hadir bas juta piring siswa seluruh indonesia enambulanpemerintah,Positive,0.8498746752738953,positive
